Primary,Counting,39
Backup,Received,39
Primary,Counting,40
Backup,Received,40
Primary,Counting,41
Backup,Received,41
Primary,Counting,42
Backup,Received,42
Primary,Counting,43
Backup,Received,43
Primary,Counting,44
Backup,Received,44
Primary,Counting,45
Backup,Received,45
Primary,Counting,46
Backup,Received,46
Primary,Counting,47
Backup,Received,47
Primary,Counting,48
Backup,Received,48
Primary,Counting,49
Backup,Received,49
Primary,Counting,50
Backup,Received,50
Primary,Counting,51
Backup,Received,51
Primary,Counting,52
Backup,Received,52
Primary,Counting,53
Backup,Received,53
Primary,Counting,54
Backup,Received,54
Primary,Counting,55
Backup,Received,55
Primary,Counting,56
Backup,Received,56
Primary,Counting,57
Backup,Received,57
Primary,Counting,58
Backup,Received,58
Primary,Counting,59
Backup,Received,59
Primary,Counting,60
Backup,Received,60
Primary,Counting,61
Backup,Received,61
Primary,Counting,62
Backup,Received,62
Primary,Counting,63
Backup,Received,63
Primary,Counting,64
Backup,Received,64
Primary,Counting,65
Backup,Received,65
Primary,Counting,66
Backup,Received,66
Primary,Counting,67
Backup,Received,67
Primary,Counting,68
Backup,Received,68
Primary,Counting,69
Backup,Received,69
Primary,Counting,70
Backup,Received,70
Primary,Counting,71
Backup,Received,71
Primary,Counting,72
Backup,Received,72
Primary,Counting,73
Backup,Received,73
Primary,Counting,74
Backup,Received,74
Primary,Counting,75
Backup,Received,75
Primary,Counting,76
Backup,Received,76
Primary,Counting,77
Backup,Received,77
Primary,Counting,78
Backup,Received,78
Primary,Counting,79
Backup,Received,79
Primary,Counting,80
Backup,Received,80
Primary,Counting,81
Backup,Received,81
Primary,Counting,82
Backup,Received,82
Primary,Counting,83
Backup,Received,83
Primary,Counting,84
Backup,Received,84
Primary,Counting,85
Backup,Received,85
Primary,Counting,86
Backup,Received,86
Primary,Counting,87
Backup,Received,87
Primary,Counting,88
Backup,Received,88
Primary,Counting,89
Backup,Received,89
Primary,Counting,90
Backup,Received,90
Primary,Counting,91
Backup,Received,91
Primary,Counting,92
Backup,Received,92
Primary,Counting,93
Backup,Received,93
Primary,Counting,94
Backup,Received,94
Primary,Counting,95
Backup,Received,95
Primary,Counting,96
Backup,Received,96
Primary,Counting,97
Backup,Received,97
Primary,Counting,98
Backup,Received,98
Primary,Counting,99
Backup,Received,99
Primary,Counting,100
Backup,Received,100
Primary,Counting,101
Backup,Received,101
Primary,Counting,102
Backup,Received,102
Primary,Counting,103
Backup,Received,103
Primary,Counting,104
Backup,Received,104
Primary,Counting,105
Backup,Received,105
Primary,Counting,106
Backup,Received,106
Primary,Counting,Backup107
,Received,107
Primary,Counting,108
Backup,Received,108
Primary,Counting,109
Backup,Received,109
Primary,Counting,110
Backup,Received,110
Primary,Counting,111
Backup,Received,111
Primary,Counting,112
Backup,Received,112
Primary,Counting,113
Backup,Received,113
Primary,Counting,114
Backup,Received,114
Primary,Counting,115
Backup,Received,115
Primary,Counting,116
Backup,Received,116
Primary,Counting,117
Backup,Received,117
Primary,Counting,118
Backup,Received,118
Primary,Counting,119
Backup,Received,119
Primary,Counting,120
Backup,Received,120
Primary,Counting,121
Backup,Received,121
Primary,Counting,122
Backup,Received,122
Primary,Counting,123
Backup,Received,123
Primary,Counting,124
Backup,Received,124
Primary,Counting,125
Backup,Received,125
Primary,Counting,126
Backup,Received,126
Primary,Counting,127
Backup,Received,127
Primary,Counting,128
Backup,Received,128
Primary,Counting,129
Backup,Received,129
Primary,Counting,130
Backup,Received,130
Primary,Counting,131
Backup,Received,131
Primary,Counting,132
Backup,Received,132
Primary,Counting,133
Backup,Received,133
Primary,Counting,134
Backup,Received,134
Primary,Counting,135
Backup,Received,135
Primary,Counting,136
Backup,Received,136
Primary,Counting,137
Backup,Received,137
Primary,Counting,138
Backup,Received,138
Primary,Counting,139Backup
,Received,139
Primary,Counting,140
Backup,Received,140
Primary,Counting,141
Backup,Received,141
Primary,Counting,142
Backup,Received,142
Primary,Counting,143
Backup,Received,143
Primary,Counting,144
Backup,Received,144
Primary,Counting,145
Backup,Received,145
Primary,Counting,146
Backup,Received,146
Primary,Counting,147
Backup,Received,147
Primary,Counting,148
Backup,Received,148
Primary,Counting,149
Backup,Received,149
Primary,Counting,150
Backup,Received,150
Primary,Counting,151
Backup,Received,151
Primary,Counting,152
Backup,Received,152
Primary,Counting,153
Backup,Received,153
Primary,Counting,154
Backup,Received,154
Primary,Counting,155
Backup,Received,155
Primary,Counting,156
Backup,Received,156
Primary,Counting,157
Backup,Received,157
Primary,Counting,158
Backup,Received,158
Primary,BackupCounting,,159
Received,159
Primary,Counting,160
Backup,Received,160
Primary,Counting,161
Backup,Received,161
Primary,Counting,162
Backup,Received,162
Primary,Counting,163
Backup,Received,163
Primary,Counting,164
Backup,Received,164
Primary,Counting,165
Backup,Received,165
Primary,Counting,166
Backup,Received,166
Primary,Counting,167
Backup,Received,167
Primary,Counting,168
Backup,Received,168
Primary,Counting,169Backup
,Received,169
Primary,Counting,170
Backup,Received,170
Primary,Counting,171
Backup,Received,171
Primary,Counting,172
Backup,Received,172
Primary,Counting,173
Backup,Received,173
Primary,Counting,174
Backup,Received,174
Primary,Counting,175
Backup,Received,175
Primary,Counting,176
Backup,Received,176
Primary,Counting,177
Backup,Received,177
Primary,Counting,178
Backup,Received,178
Primary,Counting,179
Backup,Received,179
Primary,Counting,180
Backup,Received,180
Primary,Counting,181
Backup,Received,181
Primary,Counting,182
Backup,Received,182
Primary,Counting,183
Backup,Received,183
Primary,Counting,184
Backup,Received,184
Primary,Counting,185
Backup,Received,185
Primary,Counting,186
Backup,Received,186
Primary,Counting,187
Backup,Received,187
Primary,Counting,188
Backup,Received,188
Primary,Counting,189
Backup,Received,189
Primary,Counting,190
Backup,Received,190
Primary,Counting,191
Backup,Received,191
Primary,Counting,192
Backup,Received,192
Primary,Counting,193
Backup,Received,193
Primary,Counting,194
Backup,Received,194
Primary,Counting,195
Backup,Received,195
Primary,Counting,196
Backup,Received,196
Primary,Counting,197
Backup,Received,197
Primary,Counting,198
Backup,Received,198
Primary,Counting,199
Backup,Received,199
Primary,Counting,200
Backup,Received,200
Primary,Counting,201
Backup,Received,201
Primary,Counting,202
Backup,Received,202
Primary,Counting,203
Backup,Received,203
Primary,Counting,204
Backup,Received,204
Primary,Counting,205
Backup,Received,205
Primary,Counting,206
Backup,Received,206
Primary,Counting,207
Backup,Received,207
Primary,Counting,208
Backup,Received,208
Primary,Counting,209
Backup,Received,209
Primary,Counting,210
Backup,Received,210
Primary,Counting,211
Backup,Received,211
Primary,Counting,212
Backup,Received,212
Primary,Counting,213
Backup,Received,213
Primary,Counting,214
Backup,Received,214
Primary,Counting,215
Backup,Received,215
Primary,Counting,216
Backup,Received,216
Primary,Counting,217
Backup,Received,217
Primary,Counting,218
Backup,Received,218
Primary,Counting,219
Backup,Received,219
Primary,Counting,220
Backup,Received,220
Primary,Counting,221
Backup,Received,221
Primary,Counting,222
Backup,Received,222
Primary,Counting,223
Backup,Received,223
Primary,Counting,224
Backup,Received,224
Primary,Counting,225
Backup,Received,225
Primary,Counting,226
Backup,Received,226
Primary,Counting,227
Backup,Received,227
Primary,Counting,228
Backup,Received,228
Primary,CountingBackup,,229Received
,229
Primary,Counting,230
Backup,Received,230
Primary,Counting,231
Backup,Received,231
Primary,Counting,232
Backup,Received,232
Primary,CountingBackup,233,
Received,233
Primary,Counting,234
Backup,Received,234
Primary,Counting,235
Backup,Received,235
Primary,Counting,236
Backup,Received,236
Primary,Counting,237
Backup,Received,237
Primary,Counting,238
Backup,Received,238
Primary,Counting,239
Backup,Received,239
Primary,Counting,240
Backup,Received,240
Primary,Counting,241
Backup,Received,241
Primary,Counting,242
Backup,Received,242
Primary,Counting,243
Backup,Received,243
Primary,Counting,244
Backup,Received,244
Primary,Counting,245
Backup,Received,245
Primary,Counting,246
Backup,Received,246
Primary,Counting,247
Backup,Received,247
Primary,Counting,248
Backup,Received,248
Primary,Counting,249
Backup,Received,249
Primary,Counting,250
Backup,Received,250
Primary,Counting,251
Backup,Received,251
Primary,Counting,252
Backup,Received,252
Primary,Counting,253
Backup,Received,253
Primary,Counting,254
Backup,Received,254
Primary,Counting,255
Backup,Received,255
Primary,Counting,256
Backup,Received,256
Primary,Counting,257
Backup,Received,257
Primary,Counting,Backup258
,Received,258
Primary,Counting,259
Backup,Received,259
Primary,Counting,260
Backup,Received,260
Primary,Counting,261
Backup,Received,261
Primary,Counting,262
Backup,Received,262
Primary,Counting,263
Backup,Received,263
Primary,Counting,264
Backup,Received,264
Primary,Counting,265
Backup,Received,265
Primary,Counting,266
Backup,Received,266
Primary,Counting,267
Backup,Received,267
Primary,Counting,268
Backup,Received,268
Primary,Counting,269
Backup,Received,269
Primary,Counting,270
Backup,Received,270
Primary,Counting,271
Backup,Received,271
Primary,Counting,272
Backup,Received,272
Primary,Counting,273
Backup,Received,273
Primary,Counting,274
Backup,Received,274
Primary,Counting,275
Backup,Received,275
Primary,Counting,276
Backup,Received,276
Primary,Counting,277
Backup,Received,277
Primary,Counting,278
Backup,Received,278
Primary,Counting,279
Backup,Received,279
Primary,Counting,280
Backup,Received,280
Primary,Counting,281
Backup,Received,281
Primary,Counting,282
Backup,Received,282
Primary,Counting,283
Backup,Received,283
Primary,Counting,284
Backup,Received,284
Primary,Counting,285
Backup,Received,285
Primary,Counting,286
Backup,Received,286
Primary,Counting,287
Backup,Received,287
Primary,Counting,288
Backup,Received,288
Primary,Counting,289
Backup,Received,289
Primary,Counting,290
Backup,Received,290
Primary,Counting,291
Backup,Received,291
Primary,Counting,292
Backup,Received,292
Primary,Counting,293
Backup,Received,293
Primary,Counting,294
Backup,Received,294
Primary,Counting,295
Backup,Received,295
Primary,Counting,296
Backup,Received,296
Primary,Counting,297
Backup,Received,297
Primary,Counting,298
Backup,Received,298
Primary,Counting,299
Backup,Received,299
Primary,Counting,300
Backup,Received,300
Primary,Counting,301
Backup,Received,301
Primary,Counting,302
Backup,Received,302
Primary,Counting,303
Backup,Received,303
Primary,Counting,304
Backup,Received,304
Primary,Counting,305
Backup,Received,305
Primary,Counting,306
Backup,Received,306
Primary,Counting,307
Backup,Received,307
Primary,Counting,308
Backup,Received,308
Primary,Counting,309
Backup,Received,309
Primary,Counting,310
Backup,Received,310
Primary,Counting,311
Backup,Received,311
Primary,Counting,312
Backup,Received,312
Primary,Counting,313
Backup,Received,313
Primary,Counting,314
Backup,Received,314
Primary,Counting,315
Backup,Received,315
Primary,Counting,316
Backup,Received,316
Primary,Counting,317
Backup,Received,317
Primary,Counting,318
Backup,Received,318
Primary,Counting,319
Backup,Received,319
Primary,Counting,320
Backup,Received,320
Primary,Counting,321
Backup,Received,321
Primary,Counting,322
Backup,Received,322
Primary,Counting,323
Backup,Received,323
Primary,Counting,324
Backup,Received,324
Primary,Counting,325
Backup,Received,325
Primary,Counting,326
Backup,Received,326
PrimaryBackup,Counting,,Received327,
327
Primary,Counting,328
Backup,Received,328
Primary,Counting,329
Backup,Received,329
Primary,Counting,330
Backup,Received,330
Primary,Counting,331
Backup,Received,331
Primary,Counting,332
Backup,Received,332
Primary,Counting,333
Backup,Received,333
Primary,Counting,334
Backup,Received,334
Primary,Counting,335
Backup,Received,335
Primary,Counting,336
Backup,Received,336
Primary,Counting,Backup337
,Received,337
Primary,Counting,338
Backup,Received,338
Primary,Counting,339
Backup,Received,339
Primary,Counting,340
Backup,Received,340
Primary,Counting,341
Backup,Received,341
Primary,Counting,342
Backup,Received,342
Primary,Counting,343
Backup,Received,343
Primary,Counting,344
Backup,Received,344
Primary,Counting,345
Backup,Received,345
Primary,Counting,346
Backup,Received,346
Primary,Counting,347
Backup,Received,347
Primary,Counting,348
Backup,Received,348
Primary,Counting,349
Backup,Received,349
Primary,Counting,350
Backup,Received,350
Primary,Counting,351
Backup,Received,351
Primary,Counting,352
Backup,Received,352
Primary,Counting,353
Backup,Received,353
Primary,Counting,354
Backup,Received,354
Primary,Counting,355
Backup,Received,355
Primary,Counting,356
Backup,Received,356
Primary,Counting,357
Backup,Received,357
Primary,Counting,358
Backup,Received,358
Primary,Counting,359
Backup,Received,359
Primary,Counting,360
Backup,Received,360
Primary,Counting,361
Backup,Received,361
Primary,Counting,362
Backup,Received,362
Primary,Counting,363
Backup,Received,363
Primary,Counting,364
Backup,Received,364
Primary,Counting,365
Backup,Received,365
Primary,Counting,366
Backup,Received,366
Primary,Counting,367
Backup,Received,367
Primary,Counting,368
Backup,Received,368
Primary,Counting,369
Backup,Received,369
Primary,Counting,370
Backup,Received,370
Primary,Counting,371
Backup,Received,371
Primary,Counting,372
Backup,Received,372
Primary,Counting,373
Backup,Received,373
Primary,Counting,374
Backup,Received,374
Primary,Counting,375
Backup,Received,375
Primary,Counting,376
Backup,Received,376
Primary,Counting,377
Backup,Received,377
Primary,Counting,378
Backup,Received,378
Primary,Counting,379
Backup,Received,379
Primary,Counting,380
Backup,Received,380
Primary,Counting,381
Backup,Received,381
Primary,Counting,382
Backup,Received,382
Primary,Counting,383
Backup,Received,383
Primary,Counting,384
Backup,Received,384
Primary,Counting,385
Backup,Received,385
Primary,Counting,386
Backup,Received,386
Primary,Counting,387
Backup,Received,387
Primary,Counting,388
Backup,Received,388
Primary,Counting,389
Backup,Received,389
Primary,Counting,390
Backup,Received,390
Primary,Counting,391
Backup,Received,391
Primary,Counting,392
Backup,Received,392
Primary,Counting,393
Backup,Received,393
Primary,Counting,394
Backup,Received,394
Primary,Counting,395
Backup,Received,395
Primary,Counting,396
Backup,Received,396
Primary,Counting,397
Backup,Received,397
Primary,Counting,398
Backup,Received,398
Primary,Counting,399
Backup,Received,399
Primary,Counting,400
Backup,Received,400
Primary,Counting,401
Backup,Received,401
Primary,Counting,402
Backup,Received,402
Primary,Counting,403
Backup,Received,403
PrimaryBackup,Counting,,Received404,
404
Primary,Counting,405
Backup,Received,405
Primary,Counting,406
Backup,Received,406
Primary,Counting,407
Backup,Received,407
Primary,Counting,408
Backup,Received,408
Primary,Counting,409
Backup,Received,409
Primary,Counting,410
Backup,Received,410
Primary,Counting,411
Backup,Received,411
Primary,Counting,412
Backup,Received,412
Primary,Counting,413
Backup,Received,413
Primary,Counting,414
Backup,Received,414
Primary,Counting,415
Backup,Received,415
Primary,Counting,416
Backup,Received,416
Primary,Counting,417
Backup,Received,417
Primary,Counting,418
Backup,Received,418
Primary,Counting,419
Backup,Received,419
Primary,Counting,420
Backup,Received,420
Primary,Counting,421
Backup,Received,421
Primary,Counting,422
Backup,Received,422
Primary,Counting,423
Backup,Received,423
Primary,Counting,424Backup
,Received,424
Primary,Counting,425
Backup,Received,425
Primary,Counting,426
Backup,Received,426
Primary,Counting,427
Backup,Received,427
Primary,Counting,428
Backup,Received,428
Primary,Counting,429
Backup,Received,429
Primary,Counting,430
Backup,Received,430
Primary,Counting,431
Backup,Received,431
Primary,Counting,432
Backup,Received,432
Primary,Counting,433
Backup,Received,433
Primary,Counting,434
Backup,Received,434
Primary,Counting,435
Backup,Received,435
Primary,Counting,436
Backup,Received,436
PrimaryBackup,Counting,,Received437,
437
Primary,Counting,438
Backup,Received,438
Primary,Counting,439Backup
,Received,439
Primary,Counting,440
Backup,Received,440
Primary,Counting,441
Backup,Received,441
Primary,Counting,442
Backup,Received,442
Primary,Counting,443
Backup,Received,443
Primary,Counting,444
Backup,Received,444
Primary,Counting,445
Backup,Received,445
Primary,Counting,446
Backup,Received,446
Primary,Counting,447
Backup,Received,447
Primary,Counting,448
Backup,Received,448
Primary,Counting,449
Backup,Received,449
Primary,Counting,450
Backup,Received,450
Primary,Counting,451
Backup,Received,451
Primary,Counting,452
Backup,Received,452
Primary,Counting,453
Backup,Received,453
Primary,Counting,454
Backup,Received,454
Primary,Counting,455
Backup,Received,455
Primary,Counting,456
Backup,Received,456
Primary,Counting,457
Backup,Received,457
Primary,Counting,458
Backup,Received,458
Primary,Counting,459
Backup,Received,459
Primary,Counting,460
Backup,Received,460
Primary,Counting,461
Backup,Received,461
Primary,Counting,462
Backup,Received,462
Primary,Counting,463
Backup,Received,463
Primary,Counting,464
Backup,Received,464
Primary,Counting,465
Backup,Received,465
Primary,Counting,466
Backup,Received,466
Primary,Counting,467
Backup,Received,467
Primary,Counting,468
Backup,Received,468
Primary,Counting,469
Backup,Received,469
Primary,Counting,470
Backup,Received,470
Primary,Counting,471
Backup,Received,471
Primary,Counting,472
Backup,Received,472
Primary,Counting,473
Backup,Received,473
Primary,Counting,474
Backup,Received,474
Primary,Counting,475
Backup,Received,475
Primary,Counting,476
Backup,Received,476
Primary,Counting,477
Backup,Received,477
Primary,Counting,478
Backup,Received,478
Primary,Counting,479
Backup,Received,479
Primary,Counting,480
Backup,Received,480
Primary,Counting,Backup481
,Received,481
Primary,Counting,482
Backup,Received,482
Primary,Counting,483
Backup,Received,483
Primary,Counting,484
Backup,Received,484
Primary,Counting,485
Backup,Received,485
Primary,Counting,486
Backup,Received,486
Primary,Counting,487
Backup,Received,487
Primary,Counting,488
Backup,Received,488
Primary,Counting,489
Backup,Received,489
Primary,Counting,490
Backup,Received,490
Primary,Counting,491
Backup,Received,491
Primary,Counting,492
Backup,Received,492
Primary,Counting,493
Backup,Received,493
Primary,Counting,494
Backup,Received,494
Primary,Counting,495
Backup,Received,495
Primary,Counting,496
Backup,Received,496
Primary,Counting,497
Backup,Received,497
Primary,Counting,498
Backup,Received,498
Primary,Counting,499
Backup,Received,499
Primary,Counting,500
Backup,Received,500
Primary,Counting,501
Backup,Received,501
Primary,Counting,502
Backup,Received,502
Primary,Counting,503
Backup,Received,503
Primary,Counting,504
Backup,Received,504
Primary,Counting,505
Backup,Received,505
Primary,Counting,506
Backup,Received,506
Primary,Counting,507
Backup,Received,507
Primary,Counting,508
Backup,Received,508
Primary,Counting,509
Backup,Received,509
Primary,Counting,510
Backup,Received,510
Primary,Counting,511
Backup,Received,511
Primary,Counting,512
Backup,Received,512
Primary,Counting,513
Backup,Received,513
Primary,Counting,514
Backup,Received,514
Primary,Counting,515
Backup,Received,515
Primary,Counting,516
Backup,Received,516
Primary,Counting,517
Backup,Received,517
Primary,Counting,518
Backup,Received,518
Primary,Counting,519
Backup,Received,519
Primary,Counting,520
Backup,Received,520
Primary,Counting,521
Backup,Received,521
Primary,Counting,522
Backup,Received,522
Primary,Counting,523
Backup,Received,523
Primary,Counting,524
Backup,Received,524
Primary,Counting,525
Backup,Received,525
Primary,Counting,526
Backup,Received,526
Primary,Counting,527
Backup,Received,527
Primary,Counting,528
Backup,Received,528
Primary,Counting,529
Backup,Received,529
Primary,Counting,530
Backup,Received,530
Primary,Counting,531
Backup,Received,531
Primary,Counting,532
Backup,Received,532
Primary,Counting,533
Backup,Received,533
Primary,Counting,534
Backup,Received,534
Primary,Counting,535
Backup,Received,535
Primary,Counting,536
Backup,Received,536
Primary,Counting,537
Backup,Received,537
Primary,Counting,538
Backup,Received,538
Primary,Counting,539
Backup,Received,539
Primary,Counting,540
Backup,Received,540
Primary,Counting,541
Backup,Received,541
Primary,Counting,542
Backup,Received,542
Primary,Counting,543
Backup,Received,543
Primary,Counting,544
Backup,Received,544
Primary,Counting,545
Backup,Received,545
Primary,Counting,546
Backup,Received,546
Primary,Counting,547
Backup,Received,547
Primary,Counting,548
Backup,Received,548
Primary,Counting,549
Backup,Received,549
Primary,Counting,550
Backup,Received,550
Primary,Counting,551
Backup,Received,551
Primary,Counting,552
Backup,Received,552
Primary,Counting,553
Backup,Received,553
Primary,Counting,554
Backup,Received,554
Primary,Counting,555
Backup,Received,555
Primary,Counting,556
Backup,Received,556
Primary,Counting,557
Backup,Received,557
Primary,Counting,558
Backup,Received,558
Primary,Counting,559
Backup,Received,559
Primary,Counting,560
Backup,Received,560
Primary,Counting,561
Backup,Received,561
Primary,Counting,562
Backup,Received,562
Primary,Counting,563
Backup,Received,563
Primary,Counting,564
Backup,Received,564
Primary,Counting,565
Backup,Received,565
Primary,Counting,566
Backup,Received,566
Primary,Counting,567
Backup,Received,567
Primary,Counting,568
Backup,Received,568
Primary,Counting,569
Backup,Received,569
Primary,Counting,570
Backup,Received,570
Primary,Counting,571
Backup,Received,571
Primary,Counting,572
Backup,Received,572
Primary,Counting,573
Backup,Received,573
Primary,Counting,574
Backup,Received,574
Primary,Counting,575
Backup,Received,575
Primary,Counting,576
Backup,Received,576
Primary,Counting,577
Backup,Received,577
Primary,Counting,578
Backup,Received,578
Primary,Counting,579
Backup,Received,579
Primary,Counting,580
Backup,Received,580
Primary,Counting,581
Backup,Received,581
Primary,Counting,582
Backup,Received,582
Primary,Counting,583
Backup,Received,583
Primary,Counting,584
Backup,Received,584
Primary,Counting,585
Backup,Received,585
Primary,Counting,586
Backup,Received,586
Primary,Counting,587
Backup,Received,587
Primary,Counting,588
Backup,Received,588
Primary,Counting,589
Backup,Received,589
Primary,Counting,590
Backup,Received,590
Primary,Counting,591
Backup,Received,591
Primary,Counting,592
Backup,Received,592
Primary,Counting,593
Backup,Received,593
Primary,Counting,594
Backup,Received,594
Primary,Counting,595
Backup,Received,595
Primary,Counting,596
Backup,Received,596
Primary,Counting,597
Backup,Received,597
Primary,Counting,598
Backup,Received,598
Primary,Counting,599
Backup,Received,599
Primary,Counting,600
Backup,Received,600
Primary,Counting,601
Backup,Received,601
Primary,Counting,602
Backup,Received,602
Primary,Counting,603
Backup,Received,603
Primary,Counting,604
Backup,Received,604
Primary,Counting,605
Backup,Received,605
Primary,Counting,606
Backup,Received,606
Primary,Counting,607
Backup,Received,607
Primary,Counting,608
Backup,Received,608
Primary,Counting,609
Backup,Received,609
Primary,Counting,610
Backup,Received,610
Primary,Counting,611
Backup,Received,611
Primary,Counting,612
Backup,Received,612
Primary,Counting,613
Backup,Received,613
Primary,Counting,614
Backup,Received,614
Primary,Counting,615
Backup,Received,615
Primary,Counting,616
Backup,Received,616
Primary,Counting,617
Backup,Received,617
Primary,Counting,618
Backup,Received,618
Primary,Counting,619
Backup,Received,619
Primary,Counting,620
Backup,Received,620
Primary,Counting,621
Backup,Received,621
Primary,Counting,622
Backup,Received,622
Primary,Counting,623
Backup,Received,623
Primary,Counting,624
Backup,Received,624
Primary,Counting,625
Backup,Received,625
Primary,Counting,626
Backup,Received,626
Primary,Counting,627
Backup,Received,627
Primary,Counting,628
Backup,Received,628
Primary,Counting,629
Backup,Received,629
Primary,Counting,630
Backup,Received,630
Primary,Counting,631
Backup,Received,631
Primary,Counting,632
Backup,Received,632
Primary,Counting,633
Backup,Received,633
Primary,Counting,634
Backup,Received,634
Primary,Counting,635
Backup,Received,635
Primary,Counting,636
Backup,Received,636
Primary,Counting,637
Backup,Received,637
Primary,Counting,638
Backup,Received,638
Primary,Counting,639
Backup,Received,639
Primary,Counting,640
Backup,Received,640
Primary,Counting,641
Backup,Received,641
Primary,Counting,642
Backup,Received,642
Primary,Counting,643
Backup,Received,643
Primary,Counting,644
Backup,Received,644
Primary,Counting,645
Backup,Received,645
Primary,Counting,646
Backup,Received,646
Primary,Counting,647
Backup,Received,647
Primary,Counting,648
Backup,Received,648
Primary,Counting,649
Backup,Received,649
Primary,Counting,650
Backup,Received,650
Primary,Counting,651
Backup,Received,651
Primary,Counting,652
Backup,Received,652
Primary,Counting,653
Backup,Received,653
Primary,Counting,654
Backup,Received,654
Primary,Counting,655
Backup,Received,655
Primary,Counting,656
Backup,Received,656
Primary,Counting,657
Backup,Received,657
Primary,Counting,658
Backup,Received,658
Primary,Counting,659
Backup,Received,659
Primary,Counting,660
Backup,Received,660
Primary,Counting,661
Backup,Received,661
Primary,Counting,662
Backup,Received,662
Primary,Counting,663
Backup,Received,663
Primary,Counting,664
Backup,Received,664
Primary,Counting,665
Backup,Received,665
Primary,Counting,666
Backup,Received,666
Primary,Counting,667
Backup,Received,667
Primary,Counting,668
Backup,Received,668
Primary,Counting,669
Backup,Received,669
Primary,Counting,670
Backup,Received,670
Primary,Counting,671
Backup,Received,671
Primary,Counting,672
Backup,Received,672
Primary,Counting,673
Backup,Received,673
Primary,Counting,674
Backup,Received,674
Primary,Counting,675
Backup,Received,675
Primary,Counting,676
Backup,Received,676
Primary,Counting,677
Backup,Received,677
Primary,Counting,678
Backup,Received,678
Primary,Counting,679
Backup,Received,679
Primary,Counting,680
Backup,Received,680
Primary,Counting,681
Backup,Received,681
Primary,Counting,682
Backup,Received,682
Primary,Counting,683
Backup,Received,683
Primary,Counting,684
Backup,Received,684
Primary,Counting,685
Backup,Received,685
Primary,Counting,686
Backup,Received,686
Primary,Counting,687
Backup,Received,687
Primary,Counting,688
Backup,Received,688
Primary,Counting,689
Backup,Received,689
Primary,Counting,690
Backup,Received,690
Primary,Counting,691
Backup,Received,691
Primary,Counting,692
Backup,Received,692
Primary,Counting,693
Backup,Received,693
Primary,Counting,694
Backup,Received,694
Primary,Counting,695
Backup,Received,695
Primary,Counting,696
Backup,Received,696
Primary,Counting,697
Backup,Received,697
Primary,Counting,698
Backup,Received,698
Primary,Counting,699
Backup,Received,699
